CoverID,"CountryCode","Cover",startDate,endDate,"MonthlyPrice",ContractID
829,"DE","carInsurance",2022-06-01,2023-06-30,"€40",306
832,"DE","homeInsurance",2022-06-01,2023-06-30,"€35",306
833,"DE","carInsurance",2022-04-01,2023-04-30,"€30",308
837,"DE","carInsurance",2022-02-01,2023-02-28,"€60",309
844,"DE","homeInsurance",2022-04-01,2023-04-30,"€35",310
845,"DE","carInsurance",2022-06-01,2023-06-30,"€55",312
846,"DE","carInsurance",2022-01-01,2022-12-31,"€20",312
849,"DE","carInsurance",2022-01-01,2022-12-31,"€55",313
854,"DE","carInsurance",2021-12-01,2022-11-30,"€20",314
855,"DE","lifeInsurance",2022-01-01,2022-12-31,"€60",314
856,"DE","homeInsurance",2022-01-01,2022-12-31,"€35",314
857,"DE","carInsurance",2021-11-01,2022-10-31,"€45",315
863,"DE","lifeInsurance",2022-01-01,2022-12-31,"€70",316
865,"DE","carInsurance",2021-09-01,2022-08-31,"€40",317
867,"DE","lifeInsurance",2022-04-01,2023-04-30,"€70",317
869,"DE","carInsurance",2022-05-01,2023-05-31,"€35",318
871,"DE","lifeInsurance",2022-05-01,2023-05-31,"€40",318
873,"DE","carInsurance",2021-10-01,2022-09-30,"€35",319
875,"DE","lifeInsurance",2021-10-01,2022-09-30,"€65",319
876,"DE","homeInsurance",2022-02-01,2023-02-28,"€45",319
881,"DE","carInsurance",2022-04-01,2023-04-30,"€50",321
885,"DE","carInsurance",2022-01-01,2022-12-31,"€55",322
886,"DE","carInsurance",2022-02-01,2023-02-28,"€35",322
887,"DE","lifeInsurance",2021-09-01,2022-08-31,"€60",322
888,"DE","homeInsurance",2021-09-01,2022-08-31,"€40",322
889,"DE","carInsurance",2022-01-01,2023-01-31,"€60",324
891,"DE","lifeInsurance",2021-09-01,2022-08-31,"€55",324
892,"DE","homeInsurance",2021-09-01,2022-08-31,"€35",324
896,"DE","homeInsurance",2021-12-01,2022-11-30,"€50",325
897,"DE","carInsurance",2022-02-01,2023-02-28,"€35",326
901,"DE","carInsurance",2021-09-01,2022-08-31,"€35",327
902,"DE","carInsurance",2022-05-01,2023-05-31,"€45",327
903,"DE","lifeInsurance",2021-09-01,2022-08-31,"€50",327
905,"DE","carInsurance",2022-01-01,2023-01-31,"€65",329
906,"DE","carInsurance",2022-05-01,2023-05-31,"€25",329
908,"DE","homeInsurance",2021-10-01,2022-09-30,"€45",329
909,"DE","carInsurance",2022-05-01,2023-05-31,"€55",330
911,"DE","lifeInsurance",2022-03-01,2023-03-31,"€60",330
912,"DE","homeInsurance",2021-12-01,2022-11-30,"€40",330
914,"DE","carInsurance",2022-01-01,2022-12-31,"€20",331
915,"DE","lifeInsurance",2021-11-01,2022-10-31,"€45",331
916,"DE","homeInsurance",2022-01-01,2023-01-31,"€30",331
917,"DE","carInsurance",2022-05-01,2023-05-31,"€55",332
921,"DE","carInsurance",2022-01-01,2022-12-31,"€60",333
925,"DE","carInsurance",2022-01-01,2022-12-31,"€60",334
926,"DE","carInsurance",2021-11-01,2022-10-31,"€40",334
927,"DE","lifeInsurance",2022-01-01,2022-12-31,"€75",334
928,"DE","homeInsurance",2021-10-01,2022-09-30,"€30",334
932,"DE","homeInsurance",2021-09-01,2022-08-31,"€40",335
933,"DE","carInsurance",2022-01-01,2023-01-31,"€40",336
935,"DE","lifeInsurance",2021-12-01,2022-11-30,"€75",336
936,"DE","homeInsurance",2022-04-01,2023-04-30,"€50",336
937,"DE","carInsurance",2022-01-01,2022-12-31,"€65",337
938,"DE","carInsurance",2021-11-01,2022-10-31,"€45",337
941,"DE","carInsurance",2022-04-01,2023-04-30,"€50",338
942,"DE","carInsurance",2022-01-01,2022-12-31,"€40",338
946,"DE","carInsurance",2021-11-01,2022-10-31,"€35",339
949,"DE","carInsurance",2021-11-01,2022-10-31,"€60",340
950,"DE","carInsurance",2022-01-01,2022-12-31,"€20",340
953,"DE","carInsurance",2022-02-01,2023-02-28,"€40",341
957,"DE","carInsurance",2022-04-01,2023-04-30,"€65",342
959,"DE","lifeInsurance",2022-01-01,2022-12-31,"€40",342
960,"DE","homeInsurance",2021-11-01,2022-10-31,"€55",342
961,"DE","carInsurance",2022-05-01,2023-05-31,"€55",343
964,"DE","homeInsurance",2022-01-01,2022-12-31,"€40",343
965,"DE","carInsurance",2022-02-01,2023-02-28,"€30",345
968,"DE","homeInsurance",2022-01-01,2023-01-31,"€40",345
970,"DE","carInsurance",2022-02-01,2023-02-28,"€45",346
972,"DE","homeInsurance",2022-04-01,2023-04-30,"€50",346
976,"DE","homeInsurance",2021-09-01,2022-08-31,"€35",347
979,"DE","lifeInsurance",2022-04-01,2023-04-30,"€55",348
981,"DE","carInsurance",2021-11-01,2022-10-31,"€50",349
988,"DE","homeInsurance",2022-05-01,2023-05-31,"€55",350
992,"DE","homeInsurance",2022-05-01,2023-05-31,"€35",351
995,"DE","lifeInsurance",2021-11-01,2022-10-31,"€60",352
997,"DE","carInsurance",2022-06-01,2023-06-30,"€45",353
1001,"DE","carInsurance",2022-01-01,2023-01-31,"€40",357
1006,"DE","carInsurance",2022-01-01,2023-01-31,"€25",358
1007,"DE","lifeInsurance",2022-06-01,2023-06-30,"€75",358
1009,"DE","carInsurance",2022-06-01,2023-06-30,"€30",359
1011,"DE","lifeInsurance",2022-01-01,2023-01-31,"€50",359
1012,"DE","homeInsurance",2021-11-01,2022-10-31,"€45",359
1013,"DE","carInsurance",2022-04-01,2023-04-30,"€65",361
1016,"DE","homeInsurance",2022-01-01,2023-01-31,"€35",361
1017,"DE","carInsurance",2021-12-01,2022-11-30,"€50",362
1019,"DE","lifeInsurance",2021-12-01,2022-11-30,"€40",362
1020,"DE","homeInsurance",2022-04-01,2023-04-30,"€50",362
1021,"DE","carInsurance",2022-01-01,2023-01-31,"€55",363
1025,"DE","carInsurance",2021-11-01,2022-10-31,"€60",365
1029,"DE","carInsurance",2022-03-01,2023-03-31,"€45",367
1032,"DE","homeInsurance",2022-04-01,2023-04-30,"€50",367
1036,"DE","homeInsurance",2022-03-01,2023-03-31,"€50",368
1037,"DE","carInsurance",2022-01-01,2022-12-31,"€30",369
1038,"DE","carInsurance",2021-12-01,2022-11-30,"€20",369
1039,"DE","lifeInsurance",2022-06-01,2023-06-30,"€65",369
1043,"DE","lifeInsurance",2021-09-01,2022-08-31,"€45",370
1044,"DE","homeInsurance",2022-03-01,2023-03-31,"€40",370
1045,"DE","carInsurance",2022-01-01,2023-01-31,"€55",373
1046,"DE","carInsurance",2022-04-01,2023-04-30,"€40",373
1047,"DE","lifeInsurance",2022-02-01,2023-02-28,"€50",373
1051,"DE","lifeInsurance",2022-03-01,2023-03-31,"€75",375
1055,"DE","lifeInsurance",2022-04-01,2023-04-30,"€75",377
1057,"DE","carInsurance",2021-09-01,2022-08-31,"€65",378
1059,"DE","lifeInsurance",2022-01-01,2022-12-31,"€65",378
1061,"DE","carInsurance",2021-12-01,2022-11-30,"€50",381
1063,"DE","lifeInsurance",2021-12-01,2022-11-30,"€70",381
1064,"DE","homeInsurance",2021-09-01,2022-08-31,"€50",381
1068,"DE","homeInsurance",2022-02-01,2023-02-28,"€35",382
1069,"DE","carInsurance",2022-04-01,2023-04-30,"€50",383
1072,"DE","homeInsurance",2021-12-01,2022-11-30,"€40",383
1073,"DE","carInsurance",2021-10-01,2022-09-30,"€65",384
1074,"DE","carInsurance",2022-03-01,2023-03-31,"€35",384
1075,"DE","lifeInsurance",2022-01-01,2022-12-31,"€75",384
1076,"DE","homeInsurance",2022-01-01,2023-01-31,"€30",384
1077,"DE","carInsurance",2022-03-01,2023-03-31,"€65",385
1078,"DE","carInsurance",2022-01-01,2023-01-31,"€35",385
1080,"DE","homeInsurance",2022-04-01,2023-04-30,"€50",385
1081,"DE","carInsurance",2022-05-01,2023-05-31,"€50",387
1085,"DE","carInsurance",2022-02-01,2023-02-28,"€65",388
1088,"DE","homeInsurance",2022-04-01,2023-04-30,"€35",388
1089,"DE","carInsurance",2021-09-01,2022-08-31,"€35",389
1090,"DE","carInsurance",2021-11-01,2022-10-31,"€35",389
1091,"DE","lifeInsurance",2022-02-01,2023-02-28,"€55",389
1092,"DE","homeInsurance",2022-03-01,2023-03-31,"€50",389
1093,"DE","carInsurance",2022-06-01,2023-06-30,"€55",390
1096,"DE","homeInsurance",2022-01-01,2022-12-31,"€50",390
1099,"DE","lifeInsurance",2022-04-01,2023-04-30,"€45",391
1101,"DE","carInsurance",2022-03-01,2023-03-31,"€65",392
1103,"DE","lifeInsurance",2021-12-01,2022-11-30,"€50",392
1104,"DE","homeInsurance",2022-02-01,2023-02-28,"€35",392
1105,"DE","carInsurance",2021-09-01,2022-08-31,"€45",393
1106,"DE","carInsurance",2022-03-01,2023-03-31,"€30",393
1107,"DE","lifeInsurance",2022-04-01,2023-04-30,"€55",393
1109,"DE","carInsurance",2022-03-01,2023-03-31,"€40",394
1113,"DE","carInsurance",2022-04-01,2023-04-30,"€45",395
1116,"DE","homeInsurance",2021-09-01,2022-08-31,"€40",395
1117,"DE","carInsurance",2021-12-01,2022-11-30,"€35",396
1121,"DE","carInsurance",2021-10-01,2022-09-30,"€45",398
1122,"DE","carInsurance",2021-12-01,2022-11-30,"€45",398
1124,"DE","homeInsurance",2022-02-01,2023-02-28,"€45",398
1125,"DE","carInsurance",2021-11-01,2022-10-31,"€30",399
1127,"DE","lifeInsurance",2022-06-01,2023-06-30,"€60",399
1128,"DE","homeInsurance",2022-03-01,2023-03-31,"€45",399
1129,"GB","carInsurance",2022-05-01,2023-05-31,"£30",404
1132,"GB","homeInsurance",2022-03-01,2023-03-31,"£50",404
1133,"GB","carInsurance",2022-05-01,2023-05-31,"£35",405
1135,"GB","lifeInsurance",2021-09-01,2022-08-31,"£40",405
1137,"GB","carInsurance",2022-01-01,2023-01-31,"£45",408
1139,"GB","lifeInsurance",2022-06-01,2023-06-30,"£65",408
1141,"GB","carInsurance",2021-11-01,2022-10-31,"£40",410
1142,"GB","carInsurance",2021-10-01,2022-09-30,"£35",410
1143,"GB","lifeInsurance",2022-01-01,2023-01-31,"£60",410
1145,"GB","carInsurance",2022-04-01,2023-04-30,"£55",412
1147,"GB","lifeInsurance",2022-02-01,2023-02-28,"£75",412
1149,"GB","carInsurance",2022-05-01,2023-05-31,"£55",413
1151,"GB","lifeInsurance",2021-12-01,2022-11-30,"£55",413
1152,"GB","homeInsurance",2022-06-01,2023-06-30,"£50",413
1153,"GB","carInsurance",2022-01-01,2022-12-31,"£35",414
1154,"GB","carInsurance",2021-10-01,2022-09-30,"£35",414
1155,"GB","lifeInsurance",2022-06-01,2023-06-30,"£75",414
1156,"GB","homeInsurance",2021-10-01,2022-09-30,"£55",414
1157,"GB","carInsurance",2022-01-01,2022-12-31,"£35",415
1160,"GB","homeInsurance",2022-01-01,2022-12-31,"£45",415
1161,"GB","carInsurance",2022-02-01,2023-02-28,"£45",416
1164,"GB","homeInsurance",2022-05-01,2023-05-31,"£30",416
1165,"GB","carInsurance",2022-06-01,2023-06-30,"£35",418
1168,"GB","homeInsurance",2022-02-01,2023-02-28,"£45",418
1169,"GB","carInsurance",2021-12-01,2022-11-30,"£60",419
1170,"GB","carInsurance",2022-03-01,2023-03-31,"£45",419
1172,"GB","homeInsurance",2021-11-01,2022-10-31,"£35",419
1173,"GB","carInsurance",2022-04-01,2023-04-30,"£45",420
1175,"GB","lifeInsurance",2022-06-01,2023-06-30,"£60",420
1176,"GB","homeInsurance",2021-10-01,2022-09-30,"£55",420
1177,"GB","carInsurance",2022-04-01,2023-04-30,"£40",422
1181,"GB","carInsurance",2022-06-01,2023-06-30,"£55",424
1184,"GB","homeInsurance",2021-11-01,2022-10-31,"£45",424
1185,"GB","carInsurance",2022-02-01,2023-02-28,"£30",426
1186,"GB","carInsurance",2022-01-01,2022-12-31,"£40",426
1189,"GB","carInsurance",2022-04-01,2023-04-30,"£40",427
1191,"GB","lifeInsurance",2022-03-01,2023-03-31,"£65",427
1193,"GB","carInsurance",2021-10-01,2022-09-30,"£65",428
1194,"GB","carInsurance",2022-01-01,2022-12-31,"£45",428
1196,"GB","homeInsurance",2022-01-01,2023-01-31,"£40",428
1197,"GB","carInsurance",2022-05-01,2023-05-31,"£65",429
1201,"GB","carInsurance",2022-06-01,2023-06-30,"£60",430
1203,"GB","lifeInsurance",2022-03-01,2023-03-31,"£65",430
1208,"GB","homeInsurance",2021-09-01,2022-08-31,"£30",431
1213,"GB","carInsurance",2022-05-01,2023-05-31,"£30",433
1214,"GB","carInsurance",2022-05-01,2023-05-31,"£25",433
1215,"GB","lifeInsurance",2022-02-01,2023-02-28,"£60",433
1216,"GB","homeInsurance",2021-10-01,2022-09-30,"£45",433
1217,"GB","carInsurance",2022-06-01,2023-06-30,"£65",434
1219,"GB","lifeInsurance",2022-01-01,2023-01-31,"£75",434
1220,"GB","homeInsurance",2022-04-01,2023-04-30,"£55",434
1223,"GB","lifeInsurance",2022-05-01,2023-05-31,"£50",435
1224,"GB","homeInsurance",2021-10-01,2022-09-30,"£55",435
1225,"GB","carInsurance",2022-01-01,2022-12-31,"£60",436
1227,"GB","lifeInsurance",2022-01-01,2023-01-31,"£50",436
1228,"GB","homeInsurance",2022-03-01,2023-03-31,"£30",436
1229,"GB","carInsurance",2021-11-01,2022-10-31,"£65",441
1232,"GB","homeInsurance",2021-11-01,2022-10-31,"£55",441
1233,"GB","carInsurance",2022-05-01,2023-05-31,"£50",442
1235,"GB","lifeInsurance",2021-11-01,2022-10-31,"£50",442
1236,"GB","homeInsurance",2022-03-01,2023-03-31,"£40",442
1238,"GB","carInsurance",2022-03-01,2023-03-31,"£25",444
1242,"GB","carInsurance",2022-06-01,2023-06-30,"£45",445
1243,"GB","lifeInsurance",2022-05-01,2023-05-31,"£75",445
1244,"GB","homeInsurance",2021-11-01,2022-10-31,"£35",445
1246,"GB","carInsurance",2022-05-01,2023-05-31,"£20",446
1252,"GB","homeInsurance",2022-06-01,2023-06-30,"£35",448
1253,"GB","carInsurance",2021-12-01,2022-11-30,"£55",449
1256,"GB","homeInsurance",2022-02-01,2023-02-28,"£55",449
1257,"GB","carInsurance",2022-03-01,2023-03-31,"£35",450
1258,"GB","carInsurance",2022-01-01,2022-12-31,"£20",450
1260,"GB","homeInsurance",2022-01-01,2022-12-31,"£50",450
1263,"GB","lifeInsurance",2022-05-01,2023-05-31,"£70",451
1264,"GB","homeInsurance",2022-01-01,2023-01-31,"£55",451
1269,"GB","carInsurance",2022-03-01,2023-03-31,"£35",453
1270,"GB","carInsurance",2022-03-01,2023-03-31,"£45",453
1271,"GB","lifeInsurance",2022-04-01,2023-04-30,"£65",453
1273,"GB","carInsurance",2021-10-01,2022-09-30,"£45",455
1275,"GB","lifeInsurance",2022-01-01,2023-01-31,"£75",455
1277,"GB","carInsurance",2021-12-01,2022-11-30,"£40",456
1279,"GB","lifeInsurance",2022-06-01,2023-06-30,"£70",456
1280,"GB","homeInsurance",2021-10-01,2022-09-30,"£50",456
1281,"GB","carInsurance",2021-09-01,2022-08-31,"£30",457
1285,"GB","carInsurance",2022-06-01,2023-06-30,"£35",459
1289,"GB","carInsurance",2022-02-01,2023-02-28,"£30",460
1290,"GB","carInsurance",2022-01-01,2022-12-31,"£40",460
1292,"GB","homeInsurance",2021-10-01,2022-09-30,"£45",460
1297,"GB","carInsurance",2022-06-01,2023-06-30,"£65",464
1298,"GB","carInsurance",2021-11-01,2022-10-31,"£30",464
1301,"GB","carInsurance",2021-10-01,2022-09-30,"£35",465
1304,"GB","homeInsurance",2022-01-01,2023-01-31,"£50",465
1305,"GB","carInsurance",2021-10-01,2022-09-30,"£60",466
1307,"GB","lifeInsurance",2022-06-01,2023-06-30,"£75",466
1308,"GB","homeInsurance",2022-01-01,2022-12-31,"£40",466
1309,"GB","carInsurance",2022-05-01,2023-05-31,"£60",468
1311,"GB","lifeInsurance",2021-12-01,2022-11-30,"£70",468
1313,"GB","carInsurance",2022-01-01,2022-12-31,"£60",469
1315,"GB","lifeInsurance",2022-04-01,2023-04-30,"£65",469
1317,"GB","carInsurance",2022-05-01,2023-05-31,"£55",471
1318,"GB","carInsurance",2022-05-01,2023-05-31,"£25",471
1320,"GB","homeInsurance",2022-03-01,2023-03-31,"£40",471
1321,"GB","carInsurance",2022-04-01,2023-04-30,"£45",472
1325,"GB","carInsurance",2021-11-01,2022-10-31,"£30",475
1329,"GB","carInsurance",2022-04-01,2023-04-30,"£35",478
1332,"GB","homeInsurance",2021-11-01,2022-10-31,"£35",478
1333,"GB","carInsurance",2021-09-01,2022-08-31,"£45",481
1336,"GB","homeInsurance",2021-10-01,2022-09-30,"£35",481
1340,"GB","homeInsurance",2021-10-01,2022-09-30,"£45",483
1341,"GB","carInsurance",2021-11-01,2022-10-31,"£60",485
1344,"GB","homeInsurance",2022-04-01,2023-04-30,"£40",485
1349,"GB","carInsurance",2021-12-01,2022-11-30,"£65",487
1357,"GB","carInsurance",2022-06-01,2023-06-30,"£65",491
1360,"GB","homeInsurance",2022-03-01,2023-03-31,"£30",491
1363,"GB","lifeInsurance",2022-03-01,2023-03-31,"£60",494
1364,"GB","homeInsurance",2022-03-01,2023-03-31,"£30",494
1365,"GB","carInsurance",2022-03-01,2023-03-31,"£65",496
1367,"GB","lifeInsurance",2022-06-01,2023-06-30,"£70",496
1369,"GB","carInsurance",2021-09-01,2022-08-31,"£45",497
1370,"GB","carInsurance",2021-09-01,2022-08-31,"£40",497
1371,"GB","lifeInsurance",2021-12-01,2022-11-30,"£70",497
1373,"GB","carInsurance",2022-06-01,2023-06-30,"£40",498
1376,"GB","homeInsurance",2022-01-01,2022-12-31,"£45",498
1379,"GB","lifeInsurance",2022-01-01,2022-12-31,"£75",499
1380,"GB","homeInsurance",2022-05-01,2023-05-31,"£50",499
1381,"GB","carInsurance",2022-01-01,2022-12-31,"£45",500
1383,"GB","lifeInsurance",2021-10-01,2022-09-30,"£40",500
1384,"GB","homeInsurance",2022-03-01,2023-03-31,"£30",500
1385,"GB","carInsurance",2022-02-01,2023-02-28,"£40",501
1389,"GB","carInsurance",2022-02-01,2023-02-28,"£60",503
1393,"GB","carInsurance",2022-06-01,2023-06-30,"£65",504
1397,"GB","carInsurance",2022-05-01,2023-05-31,"£35",505
1400,"GB","homeInsurance",2021-12-01,2022-11-30,"£55",505
1401,"GB","carInsurance",2022-02-01,2023-02-28,"£60",506
1404,"GB","homeInsurance",2022-04-01,2023-04-30,"£30",506
1405,"GB","carInsurance",2021-09-01,2022-08-31,"£50",507
1408,"GB","homeInsurance",2021-10-01,2022-09-30,"£35",507
1409,"GB","carInsurance",2022-03-01,2023-03-31,"£55",508
1410,"GB","carInsurance",2022-04-01,2023-04-30,"£30",508
1413,"GB","carInsurance",2022-04-01,2023-04-30,"£55",510
1414,"GB","carInsurance",2022-06-01,2023-06-30,"£20",510
1415,"GB","lifeInsurance",2022-06-01,2023-06-30,"£45",510
1416,"GB","homeInsurance",2022-01-01,2023-01-31,"£40",510
1419,"GB","lifeInsurance",2022-04-01,2023-04-30,"£45",511
1420,"GB","homeInsurance",2022-03-01,2023-03-31,"£30",511
1421,"GB","carInsurance",2022-01-01,2023-01-31,"£50",513
1423,"GB","lifeInsurance",2022-01-01,2023-01-31,"£65",513
1424,"GB","homeInsurance",2022-02-01,2023-02-28,"£30",513
1425,"GB","carInsurance",2022-01-01,2023-01-31,"£65",516
1426,"GB","carInsurance",2022-04-01,2023-04-30,"£45",516
1428,"GB","homeInsurance",2021-11-01,2022-10-31,"£45",516
1431,"GB","lifeInsurance",2022-01-01,2023-01-31,"£60",517
1432,"GB","homeInsurance",2021-09-01,2022-08-31,"£30",517
1433,"GB","carInsurance",2022-05-01,2023-05-31,"£55",518
1434,"GB","carInsurance",2022-04-01,2023-04-30,"£35",518
1437,"GB","carInsurance",2021-12-01,2022-11-30,"£35",519
1439,"GB","lifeInsurance",2021-09-01,2022-08-31,"£50",519
1440,"GB","homeInsurance",2021-12-01,2022-11-30,"£45",519
1441,"GB","carInsurance",2021-12-01,2022-11-30,"£40",521
1442,"GB","carInsurance",2022-01-01,2022-12-31,"£30",521
1443,"GB","lifeInsurance",2021-10-01,2022-09-30,"£75",521
1444,"GB","homeInsurance",2021-09-01,2022-08-31,"£55",521
1445,"GB","carInsurance",2022-04-01,2023-04-30,"£60",522
1448,"GB","homeInsurance",2022-04-01,2023-04-30,"£40",522
1449,"GB","carInsurance",2022-01-01,2023-01-31,"£30",524
1451,"GB","lifeInsurance",2022-04-01,2023-04-30,"£40",524
1453,"GB","carInsurance",2022-03-01,2023-03-31,"£30",525
1455,"GB","lifeInsurance",2022-06-01,2023-06-30,"£45",525
1456,"GB","homeInsurance",2022-03-01,2023-03-31,"£55",525
1457,"GB","carInsurance",2022-02-01,2023-02-28,"£65",526
1458,"GB","carInsurance",2021-09-01,2022-08-31,"£45",526
1459,"GB","lifeInsurance",2022-04-01,2023-04-30,"£40",526
1460,"GB","homeInsurance",2022-03-01,2023-03-31,"£35",526
1461,"GB","carInsurance",2022-02-01,2023-02-28,"£45",527
1463,"GB","lifeInsurance",2022-05-01,2023-05-31,"£55",527
1464,"GB","homeInsurance",2022-04-01,2023-04-30,"£50",527
1465,"GB","carInsurance",2022-06-01,2023-06-30,"£60",529
1466,"GB","carInsurance",2022-06-01,2023-06-30,"£35",529
1467,"GB","lifeInsurance",2021-09-01,2022-08-31,"£70",529
1469,"GB","carInsurance",2022-04-01,2023-04-30,"£65",530
1471,"GB","lifeInsurance",2022-04-01,2023-04-30,"£65",530
1475,"GB","lifeInsurance",2021-11-01,2022-10-31,"£75",532
1476,"GB","homeInsurance",2022-01-01,2023-01-31,"£30",532
1477,"GB","carInsurance",2022-01-01,2023-01-31,"£55",533
1479,"GB","lifeInsurance",2022-03-01,2023-03-31,"£50",533
1482,"GB","carInsurance",2022-02-01,2023-02-28,"£45",534
1483,"GB","lifeInsurance",2021-09-01,2022-08-31,"£70",534
1484,"GB","homeInsurance",2022-06-01,2023-06-30,"£45",534
1488,"GB","homeInsurance",2022-01-01,2023-01-31,"£50",535
1489,"GB","carInsurance",2021-10-01,2022-09-30,"£35",536
1490,"GB","carInsurance",2021-10-01,2022-09-30,"£45",536
1491,"GB","lifeInsurance",2021-09-01,2022-08-31,"£50",536
1492,"GB","homeInsurance",2022-02-01,2023-02-28,"£45",536
1495,"GB","lifeInsurance",2021-11-01,2022-10-31,"£50",537
1499,"GB","lifeInsurance",2022-04-01,2023-04-30,"£45",538
1503,"GB","lifeInsurance",2021-11-01,2022-10-31,"£45",541
1504,"GB","homeInsurance",2022-06-01,2023-06-30,"£50",541
1505,"GB","carInsurance",2022-01-01,2023-01-31,"£40",542
1506,"GB","carInsurance",2022-01-01,2022-12-31,"£30",542
1507,"GB","lifeInsurance",2022-02-01,2023-02-28,"£55",542
1508,"GB","homeInsurance",2021-09-01,2022-08-31,"£35",542
1509,"GB","carInsurance",2021-11-01,2022-10-31,"£45",544
1511,"GB","lifeInsurance",2021-12-01,2022-11-30,"£45",544
1513,"GB","carInsurance",2021-11-01,2022-10-31,"£35",545
1515,"GB","lifeInsurance",2021-09-01,2022-08-31,"£65",545
1516,"GB","homeInsurance",2021-09-01,2022-08-31,"£40",545
1518,"GB","carInsurance",2021-11-01,2022-10-31,"£40",546
1521,"GB","carInsurance",2022-03-01,2023-03-31,"£65",547
1522,"GB","carInsurance",2022-05-01,2023-05-31,"£35",547
1525,"GB","carInsurance",2022-01-01,2022-12-31,"£65",548
1527,"GB","lifeInsurance",2021-12-01,2022-11-30,"£60",548
1528,"GB","homeInsurance",2021-10-01,2022-09-30,"£55",548
1529,"GB","carInsurance",2021-11-01,2022-10-31,"£55",549
1533,"GB","carInsurance",2022-01-01,2022-12-31,"£50",550
1535,"GB","lifeInsurance",2021-09-01,2022-08-31,"£45",550
1536,"GB","homeInsurance",2022-04-01,2023-04-30,"£45",550
1537,"GB","carInsurance",2021-12-01,2022-11-30,"£45",551
1538,"GB","carInsurance",2022-02-01,2023-02-28,"£20",551
1539,"GB","lifeInsurance",2021-12-01,2022-11-30,"£60",551
1540,"GB","homeInsurance",2021-11-01,2022-10-31,"£55",551
1541,"GB","carInsurance",2021-10-01,2022-09-30,"£65",552
1548,"GB","homeInsurance",2021-11-01,2022-10-31,"£55",553
1549,"GB","carInsurance",2021-11-01,2022-10-31,"£45",554
1553,"GB","carInsurance",2022-01-01,2022-12-31,"£65",555
1554,"GB","carInsurance",2022-02-01,2023-02-28,"£45",555
1555,"GB","lifeInsurance",2022-06-01,2023-06-30,"£70",555
1557,"GB","carInsurance",2022-02-01,2023-02-28,"£65",556
1560,"GB","homeInsurance",2022-05-01,2023-05-31,"£30",556
1563,"GB","lifeInsurance",2021-11-01,2022-10-31,"£75",557
1565,"GB","carInsurance",2022-01-01,2022-12-31,"£45",558
1567,"GB","lifeInsurance",2022-01-01,2022-12-31,"£65",558
1572,"GB","homeInsurance",2022-06-01,2023-06-30,"£40",559
1573,"GB","carInsurance",2022-04-01,2023-04-30,"£60",560
1577,"GB","carInsurance",2022-02-01,2023-02-28,"£30",561
1578,"GB","carInsurance",2022-01-01,2023-01-31,"£20",561
1581,"GB","carInsurance",2021-11-01,2022-10-31,"£35",562
1583,"GB","lifeInsurance",2021-09-01,2022-08-31,"£45",562
1587,"GB","lifeInsurance",2022-04-01,2023-04-30,"£45",566
1588,"GB","homeInsurance",2021-10-01,2022-09-30,"£30",566
1592,"GB","homeInsurance",2022-05-01,2023-05-31,"£50",567
1596,"GB","homeInsurance",2022-01-01,2023-01-31,"£35",568
1597,"GB","carInsurance",2022-02-01,2023-02-28,"£55",569
1598,"GB","carInsurance",2022-04-01,2023-04-30,"£40",569
1601,"GB","carInsurance",2022-05-01,2023-05-31,"£35",570
1605,"GB","carInsurance",2021-12-01,2022-11-30,"£30",571
1606,"GB","carInsurance",2022-01-01,2022-12-31,"£25",571
1607,"GB","lifeInsurance",2022-02-01,2023-02-28,"£40",571
1609,"GB","carInsurance",2022-01-01,2023-01-31,"£35",573
1613,"GB","carInsurance",2021-11-01,2022-10-31,"£60",574
1621,"GB","carInsurance",2021-11-01,2022-10-31,"£50",576
1624,"GB","homeInsurance",2022-06-01,2023-06-30,"£30",576
1625,"GB","carInsurance",2021-09-01,2022-08-31,"£60",578
1629,"GB","carInsurance",2021-12-01,2022-11-30,"£60",579
1630,"GB","carInsurance",2021-10-01,2022-09-30,"£40",579
1635,"GB","lifeInsurance",2022-05-01,2023-05-31,"£55",583
1636,"GB","homeInsurance",2022-04-01,2023-04-30,"£55",583
1637,"GB","carInsurance",2021-11-01,2022-10-31,"£50",584
1641,"GB","carInsurance",2021-11-01,2022-10-31,"£35",585
1644,"GB","homeInsurance",2022-02-01,2023-02-28,"£45",585
1647,"GB","lifeInsurance",2022-01-01,2023-01-31,"£70",586
1649,"GB","carInsurance",2022-03-01,2023-03-31,"£30",587
1650,"GB","carInsurance",2022-01-01,2023-01-31,"£35",587
1651,"GB","lifeInsurance",2021-12-01,2022-11-30,"£45",587
1652,"GB","homeInsurance",2022-04-01,2023-04-30,"£30",587
1653,"GB","carInsurance",2022-02-01,2023-02-28,"£35",588
1656,"GB","homeInsurance",2022-03-01,2023-03-31,"£30",588
1657,"GB","carInsurance",2021-10-01,2022-09-30,"£55",589
1660,"GB","homeInsurance",2022-05-01,2023-05-31,"£50",589
1661,"GB","carInsurance",2022-06-01,2023-06-30,"£60",593
1664,"GB","homeInsurance",2022-01-01,2023-01-31,"£30",593
1665,"GB","carInsurance",2022-05-01,2023-05-31,"£55",595
1676,"GB","homeInsurance",2022-06-01,2023-06-30,"£35",598
1677,"GB","carInsurance",2022-03-01,2023-03-31,"£30",599
1678,"GB","carInsurance",2021-09-01,2022-08-31,"£45",599
